"성별","연도","교육","지역","월급"
2,2000,7,7,NA
2,2002,7,7,NA
2,1937,3,7,NA
1,1944,5,7,NA
2,1948,3,7,NA
1,1939,2,7,NA
2,1944,3,7,NA
1,1976,5,7,385
2,1990,4,7,274
2,2013,3,7,NA
2,2019,1,7,NA
1,1961,5,7,417
2,1969,4,7,NA
2,1992,6,7,0
1,1980,7,7,442
1,2017,1,7,NA
2,2021,1,7,NA
2,1994,6,7,229
2,1941,3,7,NA
2,1960,3,7,NA
2,1938,3,7,NA
1,1941,5,7,NA
2,1945,3,7,NA
1,1935,7,7,NA
2,1941,5,7,NA
2,1953,3,7,NA
1,1936,5,7,NA
2,1939,2,7,NA
1,1956,5,7,200
2,1961,5,7,140
1,1958,3,7,190
2,1977,4,7,165
1,2012,3,7,NA
2,1953,5,7,NA
1,1990,7,7,300
2,1956,3,7,NA
1,1971,5,7,559
2,1973,7,7,NA
2,2005,5,7,NA
1,2008,4,7,NA
2,2011,3,7,NA
1,1967,5,5,418
2,1974,6,5,180
1,2004,5,5,NA
2,2006,4,5,NA
1,1953,4,7,NA
2,1958,4,7,202
1,1986,6,7,412
1,1988,7,1,272
1,1991,7,1,267
1,1989,5,7,792
2,1997,5,7,NA
2,2019,1,7,NA
1,2020,1,7,NA
2,1968,5,7,256
2,1973,5,7,80
2,1994,6,7,NA
1,1966,7,7,NA
2,1969,5,7,NA
2,1998,7,7,NA
1,1993,7,2,435
2,1947,3,7,NA
2,1938,5,7,NA
1,1996,5,7,NA
1,1952,7,2,NA
2,1956,5,2,200
1,1967,6,7,387
2,1971,6,7,220
2,2000,6,7,200
1,2001,7,7,200
1,2005,5,7,NA
1,1959,4,7,NA
2,1999,5,7,315
2,1932,2,7,NA
1,1995,5,7,350
2,1943,2,7,NA
1,1973,5,7,142
1,1942,5,7,NA
2,1942,3,7,NA
1,1944,4,3,NA
2,1945,3,3,NA
1,1943,3,7,NA
2,1944,3,7,NA
1,1981,6,7,543
2,1983,7,7,218
1,2010,3,7,NA
2,2015,1,7,NA
2,1953,4,7,NA
1,1957,3,7,NA
2,1964,3,7,NA
2,1949,3,7,27
2,1933,2,7,NA
1,1971,5,7,187
2,1998,7,7,80
2,1999,7,7,NA
2,2003,5,7,NA
2,1922,2,7,NA
2,1951,3,7,NA
1,1949,4,7,NA
2,1950,3,7,NA
2,1934,3,7,NA
1,1927,5,7,NA
1,1951,4,7,110
2,1955,4,7,NA
1,1981,7,1,650
1,1984,7,1,295
2,1942,3,7,NA
2,1976,5,7,255
2,1949,4,7,NA
1,1948,5,7,NA
1,1966,7,7,510
2,1965,5,7,132
1,1989,6,7,NA
1,1962,8,7,428
2,1962,5,7,NA
2,1942,3,7,NA
2,1990,7,3,NA
1,1989,7,3,NA
2,2017,1,3,NA
2,1991,7,3,NA
1,1993,5,3,NA
1,2020,1,3,NA
2,1999,7,3,265
1,1957,5,7,NA
2,1961,5,7,142
1,1986,6,2,361
2,1986,6,2,NA
2,2019,1,2,NA
1,1944,3,7,NA
2,1946,3,7,NA
1,1962,6,7,NA
2,1965,6,7,266
1,1997,7,7,NA
1,1999,7,7,NA
1,1954,4,7,NA
2,1954,4,7,NA
2,1978,7,2,NA
1,1974,7,2,342
2,2012,3,2,NA
2,1980,7,7,283
1,1981,6,7,265
1,2009,3,7,NA
2,2010,3,7,NA
2,1941,3,7,NA
1,1942,3,7,NA
2,1949,3,7,27
1,1947,3,7,NA
1,1967,5,7,403
2,1970,5,7,NA
1,1996,6,7,NA
2,1997,7,7,NA
2,2000,7,7,NA
2,1946,2,7,NA
1,1938,4,7,NA
2,1950,3,7,NA
2,1951,3,2,NA
1,1936,2,7,NA
2,1939,2,7,NA
1,1938,3,7,NA
2,1946,3,7,NA
2,1934,2,7,NA
1,1956,4,7,277
2,1955,4,7,NA
1,1963,5,7,818
2,1963,5,7,273
2,1951,4,7,70
1,1973,5,7,NA
2,1944,3,7,NA
2,1936,3,7,NA
1,1961,5,7,273
2,1966,5,7,305
1,1972,4,7,NA
2,1984,4,7,NA
2,2007,4,7,NA
2,2009,3,7,NA
2,1939,2,7,NA
1,1948,4,7,NA
2,1951,3,7,NA
2,1979,6,7,NA
1,1979,7,7,NA
2,2010,3,7,NA
1,2012,3,7,NA
1,1952,4,7,NA
2,1962,4,7,NA
2,1941,3,7,NA
2,1936,2,7,NA
2,1936,2,7,NA
2,1957,4,7,NA
2,1932,3,7,NA
1,1951,2,7,NA
2,1958,2,7,NA
2,1937,3,7,NA
1,1935,3,7,NA
2,1935,3,7,NA
2,1949,3,1,27
2,1989,5,2,NA
1,1985,6,2,280
1,2012,3,2,NA
1,2018,1,2,NA
1,1959,5,7,NA
2,1954,5,7,240
1,1987,7,7,NA
1,1989,7,5,310
1,1973,6,7,416
2,1999,5,7,201
1,2000,6,7,212
2,1975,5,7,NA
1,1955,5,7,NA
2,1962,5,7,144
1,1990,7,2,275
2,1942,2,7,27
1,1933,3,7,NA
2,1938,3,7,NA
1,1942,5,7,10
2,1945,5,7,27
1,1973,7,7,NA
1,1970,5,7,593
1,1938,2,7,NA
2,1952,2,7,NA
1,1976,5,7,NA
2,2002,7,7,NA
1,2003,5,7,NA
1,1942,4,7,NA
1,1957,4,7,NA
2,1965,6,7,230
1,1988,7,7,191
2,2000,7,7,NA
2,1930,2,7,NA
2,1936,2,7,NA
2,1941,3,7,NA
1,1961,5,7,NA
2,1934,2,7,NA
1,1939,3,7,NA
2,1941,3,7,NA
2,1936,2,7,NA
1,1954,5,7,198
2,1958,5,7,207
1,1940,2,7,NA
2,1942,3,7,NA
1,1955,4,7,NA
2,1960,5,7,NA
1,1990,6,7,350
2,1987,6,7,295
1,1987,6,7,NA
2,2015,1,7,NA
2,2017,1,7,NA
2,1985,6,7,255
1,1980,6,7,475
1,2017,1,7,NA
2,2019,1,7,NA
1,1957,5,7,NA
2,1960,5,7,NA
1,1929,3,7,NA
2,1939,3,7,NA
1,1967,5,7,NA
1,1941,3,7,NA
2,1945,3,7,NA
1,1945,5,7,39
2,1955,3,7,170
1,1965,5,7,531
2,1992,6,7,248
2,1995,7,7,NA
2,1944,3,7,NA
1,1961,5,7,260
2,1968,4,7,NA
2,1997,7,7,220
2,1947,6,2,NA
2,1968,5,7,NA
1,1935,4,7,NA
2,1938,3,7,NA
2,1935,3,7,NA
1,1940,3,7,NA
2,1942,3,7,60
1,1942,3,7,NA
2,1947,3,7,NA
1,1946,8,7,NA
2,1950,4,7,NA
2,1945,5,7,NA
1,1972,6,7,NA
1,1950,5,7,NA
2,1957,5,7,NA
1,1947,3,7,NA
2,1950,3,7,NA
1,1953,3,7,NA
2,1963,3,7,NA
2,1933,3,7,27
1,1931,2,7,27
1,1946,3,7,NA
2,1952,3,7,NA
1,1946,3,7,NA
2,1937,2,7,NA
2,1937,3,7,NA
1,1974,5,7,323
2,1993,6,7,NA
1,2020,1,7,NA
1,1960,5,7,NA
2,1959,4,7,NA
2,1982,7,7,321
2,1983,7,7,300
2,1941,2,7,NA
1,1937,3,7,27
1,1944,3,7,NA
2,1945,3,7,NA
2,1970,6,7,250
2,1994,7,7,NA
1,1997,6,2,NA
2,1936,3,7,NA
2,1938,3,7,NA
2,1950,3,7,27
1,1955,5,7,NA
2,1960,4,7,NA
1,1938,5,7,NA
1,1949,3,7,NA
1,1940,4,7,NA
2,1943,3,7,NA
2,1954,4,7,NA
1,1943,2,7,NA
2,1947,2,7,70
2,1951,5,7,72
1,1952,4,7,NA
2,1959,4,7,NA
2,1988,6,7,0
1,1984,7,7,583
2,2020,1,7,NA
1,1992,7,2,579
2,1990,6,7,255
2,1942,2,7,NA
2,1963,3,7,NA
2,1936,2,7,NA
1,1965,5,7,433
2,1964,5,7,37
2,1999,7,7,NA
2,2002,7,7,NA
1,2004,5,7,NA
2,1932,2,7,NA
1,1946,4,7,NA
2,1952,3,7,NA
2,1953,4,7,NA
2,1946,3,7,27
1,1966,7,7,625
2,1970,5,7,333
2,1996,7,7,NA
1,1950,4,7,NA
2,1954,4,7,NA
1,1981,7,7,NA
2,1980,7,7,NA
2,2008,4,7,NA
1,2013,3,7,NA
1,1954,5,7,NA
2,1960,6,7,170
2,1985,7,7,492
1,1955,5,7,NA
2,1958,5,7,NA
1,1982,6,7,NA
1,1963,3,7,300
2,1968,4,7,NA
1,1992,7,7,NA
2,1996,6,7,200
1,1962,7,7,658
2,1966,5,7,NA
2,1997,7,7,250
2,1999,7,7,NA
1,2005,5,7,NA
1,1965,6,7,NA
2,1967,6,7,247
2,1997,7,7,NA
1,1970,5,7,NA
2,1972,5,7,NA
2,2002,5,7,78
2,1998,7,1,NA
1,1963,5,7,NA
2,1968,5,7,NA
1,1997,7,7,NA
2,1998,7,7,200
1,1969,5,7,NA
2,1971,5,7,90
2,1932,2,7,NA
1,1957,8,7,210
2,1960,7,7,NA
2,1949,3,7,27
1,1976,7,7,350
1,1977,7,7,NA
2,1946,3,7,27
2,1961,3,7,NA
2,1986,7,7,583
1,1985,6,7,330
2,2018,1,7,NA
1,1967,7,7,200
2,1972,5,7,NA
1,1997,7,7,NA
1,1999,5,7,NA
1,1968,5,7,333
2,1973,5,7,130
1,1999,6,7,242
2,2000,5,2,250
2,1961,5,7,250
1,1966,5,7,300
2,1986,7,7,NA
1,1988,6,7,583
1,1977,6,7,NA
2,1978,6,7,NA
2,2006,4,7,NA
1,2008,4,7,NA
1,2010,3,7,NA
2,1973,7,7,220
1,1974,5,7,NA
2,2010,3,7,NA
2,1975,5,7,200
1,2003,5,7,NA
2,1957,4,7,NA
1,1987,7,7,317
2,1965,4,7,72
2,1989,6,7,184
1,1978,7,7,380
1,2012,3,7,NA
1,2013,3,7,NA
1,2013,3,7,NA
2,1991,6,7,NA
1,1990,5,7,233
1,1976,6,7,270
2,1976,5,7,NA
2,2003,5,7,NA
1,2005,5,7,NA
1,1961,4,7,NA
2,1967,5,7,NA
2,1997,7,7,190
2,1994,5,7,300
2,1995,5,7,280
1,1944,4,7,NA
2,1946,3,7,NA
1,1971,5,7,NA
2,1977,5,7,212
1,2008,4,7,NA
2,2009,3,7,NA
2,1936,3,7,NA
1,1951,3,7,NA
2,1958,3,7,NA
1,1951,3,7,NA
2,1956,3,7,NA
2,1996,6,2,277
1,1948,3,7,NA
2,1950,3,7,NA
2,1944,2,7,NA
2,1936,2,7,27
1,1974,5,7,NA
2,1936,3,7,NA
1,1957,4,7,NA
1,1968,5,7,NA
1,1971,5,7,NA
1,1940,5,7,NA
2,1943,3,7,NA
2,1940,3,7,NA
1,1934,5,7,NA
2,1931,2,7,NA
2,1922,2,7,NA
2,1956,3,7,NA
1,1979,7,2,200
2,2003,5,2,NA
2,1953,3,7,NA
1,1958,4,7,NA
2,1958,4,7,NA
2,1983,6,7,243
1,1984,7,7,383
1,2013,3,7,NA
2,1985,7,7,110
1,1984,7,7,417
1,2017,1,7,NA
2,1941,3,7,27
2,1945,3,7,27
1,1946,3,7,NA
2,1955,3,7,NA
1,1936,4,7,NA
2,1939,2,7,NA
2,1964,4,7,NA
2,1991,6,7,NA
1,1934,3,7,NA
2,1940,3,7,NA
2,1970,5,7,NA
1,1943,5,7,NA
2,1959,3,7,NA
2,1942,3,7,NA
1,1964,7,7,NA
2,1965,5,7,NA
1,1992,6,7,377
2,1968,5,1,210
2,1997,6,1,280
1,1994,5,2,233
2,1956,4,7,NA
1,1980,7,7,500
2,1979,5,7,666
1,2008,4,7,NA
1,2011,3,7,NA
1,1982,7,7,535
2,1986,7,7,NA
1,2016,1,7,NA
1,1969,5,7,NA
2,1972,5,7,NA
2,1997,7,7,NA
2,1999,7,7,NA
1,1956,5,7,120
2,1960,4,7,NA
1,1988,7,7,316
2,1985,6,7,NA
1,1983,7,7,554
1,2016,1,7,NA
1,2020,1,7,NA
1,1969,5,7,NA
2,1970,7,7,223
2,2000,7,7,NA
2,2003,5,7,NA
1,2008,4,7,NA
1,1940,3,7,NA
2,1949,4,7,NA
1,1987,7,6,492
2,1988,8,6,0
2,2019,1,6,NA
2,1937,3,7,NA
1,1952,6,7,NA
2,1955,5,7,NA
2,1989,7,7,185
2,1961,3,7,150
2,1988,5,7,252
2,1983,5,7,248
2,1925,2,7,NA
1,1975,7,7,542
2,1979,7,7,NA
2,2008,4,7,NA
1,2010,3,7,NA
1,1935,3,7,NA
2,1941,3,7,NA
1,1973,5,7,NA
2,1977,6,7,NA
1,1978,7,7,333
2,2011,3,7,NA
1,1947,3,7,NA
2,1953,3,7,NA
1,1979,5,7,NA
2,1936,5,7,NA
2,1959,5,7,NA
1,1950,3,7,NA
2,1955,4,7,NA
1,1979,5,7,NA
2,1982,6,7,213
2,1977,6,7,347
1,1991,5,4,NA
1,1937,2,7,NA
2,1943,2,7,NA
2,1970,6,7,NA
2,1942,2,7,27
2,1945,2,7,NA
2,1941,2,7,NA
1,1965,4,7,293
2,1958,3,7,NA
1,1993,5,7,194
1,1972,5,7,416
2,1974,5,7,177
2,2000,6,7,212
1,2002,6,7,NA
2,1947,3,7,NA
1,1948,5,7,27
2,1956,4,7,NA
2,1939,2,7,NA
2,1996,6,1,210
1,1998,5,1,NA
1,1963,4,1,NA
2,1942,2,7,27
2,1968,3,7,NA
1,1936,3,7,NA
2,1936,2,7,NA
2,1943,2,7,27
2,1927,2,7,NA
2,1927,2,7,NA
2,1936,2,7,27
1,1938,3,7,NA
1,1941,3,7,NA
2,1941,3,7,NA
2,1932,2,2,NA
2,1973,5,2,511
2,1935,3,7,NA
1,1960,6,7,283
2,1961,5,7,NA
2,1936,2,7,NA
2,1940,2,7,NA
1,1966,5,7,344
2,1971,5,7,NA
2,1999,7,7,NA
2,2000,5,7,182
1,1978,6,7,NA
2,1988,5,7,337
1,2014,3,7,NA
1,1972,7,2,NA
2,1978,7,2,313
2,2003,5,2,NA
1,2006,4,2,NA
1,1965,6,7,NA
2,1969,5,7,NA
1,1996,7,7,NA
1,1997,7,7,NA
1,1974,5,7,453
2,1973,5,7,NA
1,1999,7,7,NA
2,2006,4,7,NA
1,1971,5,7,468
2,1975,7,7,300
1,1972,7,7,397
2,1976,5,7,NA
2,2002,5,7,NA
1,1969,6,7,718
2,1973,7,7,202
2,2000,7,7,NA
1,2002,7,7,NA
2,1937,2,7,NA
1,1941,3,7,NA
2,1954,3,7,190
1,2002,7,7,NA
1,1999,6,4,60
1,1963,5,7,NA
2,1967,4,7,NA
1,1991,7,7,NA
2,1993,7,7,NA
2,1933,3,7,27
2,1936,2,7,NA
1,2001,5,7,NA
1,1965,5,7,NA
1,1942,3,7,NA
2,1945,3,7,NA
1,1925,2,7,NA
2,1939,3,7,27
2,1920,2,7,NA
1,1947,7,7,NA
2,1951,5,7,NA
1,1940,3,7,27
2,1938,2,7,27
2,1935,2,7,NA
1,1938,3,7,27
2,1945,3,7,NA
2,1937,2,7,NA
2,1931,2,7,NA
1,1940,4,7,NA
2,1947,3,7,27
1,1972,7,7,NA
2,1932,3,7,NA
2,1943,2,7,NA
1,1942,4,7,NA
2,1949,3,7,180
1,1962,5,7,NA
2,1966,4,7,NA
2,1997,7,7,NA
1,1963,5,7,NA
2,1967,5,7,NA
1,1993,6,7,50
2,1986,6,7,NA
2,1987,6,7,NA
1,1987,5,7,296
1,1945,4,7,68
2,1949,4,7,40
1,1952,3,7,NA
2,1954,3,7,NA
2,1986,7,7,NA
1,1948,3,7,NA
2,1954,3,7,NA
1,1983,7,1,583
2,1986,8,1,NA
1,2013,3,1,NA
2,1947,3,7,NA
2,1946,2,7,NA
1,1942,3,7,NA
2,1943,3,7,NA
2,1937,3,7,NA
2,1948,3,7,NA
2,1922,2,4,NA
1,1944,3,4,27
2,1950,3,4,71
1,1947,3,7,NA
2,1945,3,7,NA
2,1945,3,7,NA
2,1932,5,7,NA
1,1974,5,7,249
2,1978,5,7,40
2,2010,3,7,NA
1,1947,5,7,NA
1,1950,3,7,NA
2,1951,3,7,NA
2,1977,5,7,NA
2,1942,3,7,27
2,1960,4,7,NA
1,1986,7,7,NA
2,1942,3,7,NA
2,1963,3,7,NA
1,1947,2,7,NA
2,1950,2,7,NA
2,1938,2,7,NA
1,1961,3,7,NA
2,1942,2,7,NA
1,1973,5,7,400
2,1974,5,7,200
2,1997,7,7,NA
2,2000,7,7,NA
2,2001,5,7,200
1,2005,5,7,NA
1,1964,6,7,608
2,1971,5,7,NA
2,1999,6,7,NA
1,2000,6,7,NA
1,1955,5,7,220
2,1961,5,7,NA
1,1988,7,7,NA
1,1967,5,7,717
2,1973,5,7,NA
2,1996,7,7,NA
2,1992,6,3,NA
1,1992,7,3,260
2,2020,1,3,NA
1,1966,5,7,792
2,1966,5,7,160
2,1994,7,7,353
1,1950,8,2,NA
2,1952,7,2,NA
1,1969,5,7,475
2,1970,4,7,300
1,1994,7,7,230
2,1995,7,7,175
1,1937,4,7,NA
2,1942,2,7,NA
2,1949,3,7,NA
1,1978,7,7,289
2,1978,7,7,322
1,2009,3,7,NA
1,2011,3,7,NA
1,1957,4,7,NA
2,1960,4,7,NA
2,1985,6,7,233
1,1984,7,7,433
1,2015,1,7,NA
2,1986,6,7,250
1,1991,7,7,600
1,2018,1,7,NA
1,2020,1,7,NA
1,1990,6,7,250
1,1956,3,7,182
2,1958,3,7,170
1,1983,6,7,130
2,1981,7,7,225
1,1979,7,7,500
1,2008,4,7,NA
1,2010,3,7,NA
1,1968,3,7,NA
2,1967,3,7,189
2,1997,7,5,378
1,1950,3,7,NA
2,1952,3,7,NA
1,1983,6,7,NA
1,1970,5,7,400
2,1969,5,7,187
1,1995,5,7,NA
2,1970,5,7,90
2,2002,7,7,NA
2,2006,4,7,NA
2,1949,3,7,200
2,1938,2,7,NA
1,1968,5,7,110
2,1984,6,7,198
2,2009,3,7,NA
2,2013,3,7,NA
1,1940,5,7,NA
2,1945,3,7,NA
2,1960,3,7,NA
1,1981,5,7,250
2,1942,3,7,NA
1,1944,5,7,NA
2,1944,5,7,NA
2,1952,3,7,NA
1,1950,4,7,NA
2,1957,3,7,NA
1,1938,4,7,NA
1,1975,5,7,NA
1,1997,5,7,133
1,2001,5,7,NA
2,1952,3,7,NA
1,1977,5,7,NA
1,1974,5,7,300
2,1988,5,7,165
1,2009,3,7,NA
1,2010,3,7,NA
1,1935,6,7,NA
2,1936,3,7,NA
1,1969,5,7,NA
2,1941,3,7,NA
2,1940,3,7,NA
1,1960,3,7,NA
2,1966,3,7,NA
2,1962,4,7,NA
1,1968,7,7,625
2,1970,5,7,NA
1,1996,5,7,NA
1,1999,7,7,NA
2,1958,4,7,NA
2,1980,6,7,101
1,1974,7,7,363
1,2013,3,7,NA
2,2019,1,7,NA
1,1943,3,7,27
2,1948,3,7,27
1,1976,5,7,592
2,1983,5,7,NA
2,2009,3,7,NA
1,2014,3,7,NA
2,1955,5,7,NA
2,1976,5,7,NA
1,1964,4,7,350
2,1970,5,7,NA
2,1996,7,7,280
1,1994,7,7,NA
1,1968,5,7,NA
2,1971,5,7,400
1,1953,3,7,NA
2,1960,3,7,NA
2,1984,6,1,260
1,1983,6,1,350
1,2012,3,1,NA
2,2015,1,1,NA
2,1954,3,7,NA
1,1943,2,7,NA
2,1951,3,7,NA
2,1947,3,7,27
1,1967,6,7,293
2,1971,5,7,293
2,2000,7,7,NA
2,2002,7,7,NA
2,1968,3,7,240
2,1996,6,7,NA
1,1990,7,7,NA
1,1979,7,7,NA
1,2002,5,7,NA
1,2005,5,7,NA
2,1993,5,7,NA
2,2018,1,7,NA
2,1951,3,7,27
2,1940,3,7,NA
2,1985,5,7,NA
1,1982,6,7,390
1,2009,3,7,NA
1,2017,1,7,NA
2,1971,5,7,190
2,1994,7,7,220
1,1995,7,7,250
1,2018,1,7,NA
2,1939,5,7,NA
1,1970,5,7,NA
1,1959,8,7,NA
2,1961,5,7,542
1,1945,5,7,NA
2,1941,3,7,NA
1,1929,3,7,NA
1,1939,3,7,27
2,1944,3,7,27
1,1980,5,7,320
2,1979,5,7,70
2,2004,5,7,NA
2,2008,4,7,NA
2,2009,3,7,NA
2,2012,3,7,NA
2,1937,3,7,NA
1,2001,5,7,NA
1,1961,5,7,292
2,1960,4,7,NA
2,1994,5,5,261
1,1986,5,5,281
1,2020,1,5,NA
2,1999,6,2,250
1,1948,3,7,NA
2,1958,3,7,133
1,1988,7,7,NA
2,1948,3,7,124
1,1999,7,7,NA
2,2000,5,7,127
2,1947,2,7,NA
1,1949,5,7,NA
2,1955,4,7,90
2,1927,2,7,NA
2,1936,3,7,NA
2,1939,2,7,27
1,1959,4,7,NA
2,1959,4,7,120
2,1954,2,7,160
2,1936,2,7,NA
1,1940,5,7,NA
2,1940,3,7,NA
2,1947,4,7,NA
1,1938,4,7,NA
2,1941,3,7,NA
1,1940,3,7,NA
2,1944,3,7,NA
2,1940,3,7,NA
2,1936,3,7,NA
1,1945,3,7,NA
2,1954,3,7,NA
1,1983,6,7,NA
2,1944,3,7,NA
1,1956,3,7,NA
2,1962,3,7,NA
1,1986,6,7,NA
2,1982,7,7,201
1,1983,7,7,300
1,2012,3,7,NA
1,1941,3,7,NA
2,1951,3,7,NA
1,1947,3,7,NA
2,1958,3,7,NA
2,1948,3,7,NA
2,1939,3,7,NA
1,1939,5,7,NA
2,1941,3,7,NA
2,1941,3,7,NA
2,1940,3,7,NA
1,1966,8,7,NA
2,1989,7,7,NA
1,2017,1,7,NA
1,1936,3,7,NA
2,1941,3,7,NA
2,1949,4,7,NA
2,1944,3,7,NA
2,1941,3,7,NA
2,1941,2,7,NA
2,1937,3,7,NA
1,1960,7,4,500
2,1961,8,4,NA
1,1993,7,4,NA
1,1963,7,4,346
2,1965,7,4,348
2,1997,7,4,382
1,1994,7,2,430
1,1968,5,4,NA
2,1970,5,4,NA
2,1995,7,4,NA
2,1993,7,2,293
1,1965,7,4,NA
2,1965,8,4,766
2,1999,7,4,NA
1,2001,7,4,NA
2,1992,8,2,315
2,1994,7,3,355
2,1951,5,4,NA
1,1970,6,4,375
2,1948,2,4,NA
1,1969,5,4,260
2,1981,5,4,313
1,2004,5,4,NA
1,1937,3,4,NA
2,1943,4,4,27
1,2009,3,4,NA
1,1939,5,4,NA
2,1942,3,4,NA
1,1973,7,4,NA
2,1947,4,4,NA
2,1939,4,4,NA
1,1955,5,4,165
2,1956,4,4,NA
1,1983,6,4,NA
2,1977,6,4,231
1,1977,7,4,422
2,2013,3,4,NA
2,1933,2,4,NA
1,1946,4,4,NA
2,1954,3,4,120
2,1958,5,4,NA
1,1972,5,4,300
2,1978,5,4,NA
2,2001,7,4,NA
2,2007,4,4,NA
2,1947,3,4,27
1,1941,5,4,NA
2,1945,3,4,NA
2,1960,5,4,220
1,1956,6,4,NA
1,1975,4,4,302
2,1977,6,4,252
2,2007,4,4,NA
1,1972,7,4,708
2,1976,6,4,50
2,2006,4,4,NA
1,2008,4,4,NA
1,1967,7,2,1166
2,1967,7,2,NA
2,1994,7,1,337
2,1998,6,1,NA
1,1978,6,4,NA
2,1977,7,4,352
1,2011,3,4,NA
1,1968,7,4,783
2,1973,6,4,300
2,1999,6,4,267
1,2001,7,4,NA
1,1968,6,4,550
2,1972,5,4,258
2,1995,6,4,293
1,1998,6,4,NA
1,1951,5,4,NA
2,1952,3,4,NA
1,1982,8,2,609
2,1985,7,2,NA
1,2015,1,2,NA
2,2017,1,2,NA
1,1954,4,4,NA
2,1958,4,4,210
1,1983,7,2,365
2,1987,7,2,NA
1,2015,1,2,NA
2,2019,1,2,NA
2,1937,4,4,NA
1,1969,5,4,434
2,1973,5,4,NA
2,2004,5,4,NA
2,2005,5,4,NA
1,1954,5,4,150
2,1959,4,4,NA
1,1982,5,4,250
1,1947,5,4,NA
2,1949,5,4,NA
1,1962,7,4,NA
2,1956,5,4,NA
2,1955,4,4,27
1,1978,7,4,375
2,1981,7,4,472
1,2012,3,4,NA
1,1961,5,3,NA
2,1941,3,4,NA
1,1945,4,4,NA
2,1949,4,4,NA
1,1942,3,4,NA
2,1943,4,4,27
1,1962,5,4,320
2,1972,5,4,160
2,1993,7,3,NA
1,1988,6,3,NA
1,1968,7,4,769
2,1980,7,4,190
2,2006,4,4,NA
1,2008,4,4,NA
1,1958,4,4,220
2,1965,5,4,120
1,1972,7,2,1328
2,1971,7,2,NA
2,2007,4,2,NA
1,1968,7,4,494
2,1967,7,4,NA
1,1993,7,4,NA
1,1976,5,4,468
2,1978,5,4,192
2,2006,4,4,NA
2,2009,3,4,NA
2,2012,3,4,NA
2,1965,5,4,284
2,1990,6,4,155
1,1973,6,4,330
2,1977,6,4,70
2,2003,5,4,NA
1,2006,4,4,NA
1,1974,8,2,687
2,1976,7,2,NA
2,2002,7,2,NA
1,2006,4,2,NA
1,1965,7,4,296
2,1966,6,4,50
2,1993,6,4,242
1,1996,7,4,310
2,1926,2,4,NA
1,1972,5,4,NA
2,1976,5,4,267
1,1999,7,4,192
2,2002,7,4,NA
2,1943,5,2,NA
2,1949,3,4,NA
1,1957,6,4,NA
2,1962,8,4,782
1,1972,6,4,577
2,1974,5,4,182
2,2001,6,4,NA
2,2003,5,4,NA
1,2005,5,4,NA
1,1966,7,3,269
2,1971,5,3,NA
1,1995,7,3,245
1,1997,7,3,149
1,1961,3,4,305
2,1968,3,4,NA
2,1997,7,4,210
1,1995,7,6,283
2,1930,2,4,NA
2,1957,5,4,NA
2,1996,7,4,349
1,1967,3,3,400
2,1974,3,3,250
2,1999,7,3,40
1,2003,5,3,NA
2,1935,2,4,NA
2,1949,3,4,NA
1,1939,3,4,NA
2,1951,3,4,NA
2,1945,4,4,NA
2,1967,7,4,NA
1,1936,3,4,NA
2,1941,3,4,NA
1,1941,3,4,NA
2,1950,3,4,NA
1,1937,2,4,NA
2,1943,2,4,NA
2,1952,3,4,NA
2,1937,3,4,NA
2,1995,7,4,214
1,1935,3,4,NA
2,1938,2,4,NA
2,1942,3,4,NA
2,1958,3,4,NA
2,1983,7,5,NA
1,1980,7,5,800
2,2014,3,5,NA
2,2017,1,5,NA
2,1939,2,4,NA
1,1962,4,4,NA
2,1941,3,4,NA
2,1931,2,4,NA
2,1946,4,5,NA
2,1940,3,4,NA
2,1969,5,4,291
2,1991,5,4,NA
1,1993,6,3,317
2,1993,5,3,NA
2,1944,4,4,NA
2,1949,2,4,NA
2,1976,2,4,NA
1,1979,5,4,NA
2,1999,5,4,NA
2,2020,1,4,NA
1,1971,5,4,340
2,1973,5,4,248
1,2005,5,4,NA
2,1997,7,4,380
1,1960,2,4,NA
2,1966,3,4,80
1,1951,3,4,NA
2,1960,3,4,NA
1,1956,4,4,NA
2,1956,3,4,NA
1,1955,4,4,NA
1,1939,2,4,NA
2,1944,3,4,NA
2,1942,2,4,NA
2,1939,3,4,NA
2,1978,7,2,NA
1,1977,7,2,670
1,2007,4,2,NA
2,2010,3,2,NA
2,1980,6,4,NA
1,1978,5,4,398
2,2008,4,4,NA
1,2013,3,4,NA
1,1971,6,4,NA
2,1976,7,4,202
1,2004,5,4,NA
2,2007,4,4,NA
1,1972,6,4,NA
2,1978,6,4,50
2,2003,5,4,NA
2,2012,3,4,NA
1,1956,5,4,354
2,1959,5,4,NA
1,1982,8,3,198
2,1986,7,3,NA
1,2015,1,3,NA
2,2017,1,3,NA
1,1963,5,4,201
2,1972,6,4,554
1,1998,7,4,44
2,2000,7,4,210
1,1971,5,4,758
2,1974,5,4,NA
2,1998,7,4,333
1,1941,4,4,NA
2,1942,3,4,NA
2,1937,3,4,NA
2,1960,7,4,210
2,1966,7,4,325
1,1938,3,4,NA
2,1946,3,4,NA
1,1973,5,4,NA
1,1952,5,4,NA
2,1955,4,4,NA
2,1937,2,4,NA
1,1962,5,4,NA
2,1967,5,4,NA
1,1992,7,4,554
2,1994,7,4,NA
2,1936,3,4,NA
2,1969,4,4,NA
1,1968,5,4,NA
2,2006,4,4,NA
